ID,AGE,JOB,MARITAL,EDUCATION,DEFAULT,BALANCE,HOUSING,LOAN,CONTACT,DAY,MONTH,DURATION,CAMPAIGN,PDAYS,PREVIOUS,POUTCOME,TARGET
cl/3911,48,blue-collar,married,secondary,no,478,yes,yes,,16,may,168,2,-1,0,,no
cl/26983,31,blue-collar,married,primary,no,2198,no,no,cellular,21,nov,423,2,172,2,failure,no
cl/34493,52,management,married,tertiary,no,2549,yes,no,cellular,5,may,604,1,-1,0,,no
cl/28567,36,entrepreneur,married,secondary,no,0,yes,no,cellular,29,jan,344,3,-1,0,,no
cl/1768,34,services,married,secondary,no,-68,yes,no,,9,may,122,1,-1,0,,no
cl/25304,40,technician,married,secondary,no,7313,yes,no,cellular,18,nov,241,2,182,1,failure,no
cl/36965,43,management,married,tertiary,no,1158,yes,no,telephone,12,may,236,6,342,1,other,no
cl/1118,33,blue-collar,divorced,secondary,no,126,yes,no,,7,may,248,3,-1,0,,no
cl/22875,47,blue-collar,married,unknown,yes,162,no,no,cellular,25,aug,366,3,-1,0,,yes
cl/29672,29,technician,married,secondary,no,655,yes,no,cellular,3,feb,225,3,270,2,failure,no
cl/17154,34,technician,single,tertiary,no,2047,yes,no,cellular,28,jul,57,5,-1,0,,no
cl/7624,37,management,divorced,tertiary,no,241,yes,no,,30,may,126,1,-1,0,,no
cl/772,42,technician,single,secondary,no,0,yes,no,,7,may,275,4,-1,0,,no
cl/3408,30,blue-collar,married,primary,no,124,yes,no,,15,may,126,4,-1,0,,no
cl/10519,51,management,married,unknown,no,721,no,no,,16,jun,276,3,-1,0,,no
cl/28522,56,entrepreneur,divorced,primary,no,29,no,no,cellular,29,jan,52,2,227,1,failure,no
cl/44410,78,retired,married,unknown,no,38,no,no,telephone,4,aug,156,1,1,3,other,no
cl/14836,59,management,married,tertiary,no,3998,yes,no,cellular,16,jul,60,1,-1,0,,no
cl/40733,41,management,married,tertiary,no,2226,no,no,cellular,7,aug,182,2,99,1,failure,yes
cl/27342,33,services,married,secondary,no,4402,yes,no,cellular,21,nov,380,2,-1,0,,no
cl/28735,43,admin.,divorced,secondary,no,540,yes,no,cellular,30,jan,74,1,-1,0,,no
cl/9153,60,blue-collar,married,secondary,no,71,no,no,,5,jun,185,1,-1,0,,no
cl/34473,35,technician,single,unknown,no,726,yes,no,cellular,5,may,163,1,-1,0,,no
cl/43276,75,retired,married,primary,no,1765,no,no,telephone,11,mar,282,2,181,2,success,no
cl/19723,41,management,married,tertiary,no,768,no,no,cellular,7,aug,229,3,-1,0,,no
cl/24700,38,services,married,secondary,no,18,yes,yes,cellular,17,nov,118,2,-1,0,,no
cl/10844,55,management,married,primary,no,1446,no,no,,17,jun,135,1,-1,0,,no
cl/28026,26,blue-collar,single,secondary,no,0,yes,no,cellular,28,jan,148,2,258,2,failure,no
cl/34616,53,admin.,divorced,secondary,no,0,yes,no,cellular,5,may,246,1,344,1,failure,no
cl/8560,40,blue-collar,married,primary,no,919,yes,no,,3,jun,327,2,-1,0,,no
cl/31160,35,technician,divorced,secondary,no,2823,yes,no,cellular,26,feb,74,1,24,1,failure,no
cl/17157,26,blue-collar,married,primary,no,40,no,yes,cellular,28,jul,49,3,-1,0,,no
cl/32512,35,management,married,tertiary,no,232,yes,yes,cellular,17,apr,249,1,-1,0,,no
cl/23377,45,self-employed,married,tertiary,no,424,no,no,cellular,27,aug,141,8,-1,0,,no
cl/25445,51,management,married,tertiary,no,-20,no,no,cellular,19,nov,139,3,-1,0,,no
cl/41583,54,unemployed,divorced,secondary,no,1664,no,no,cellular,15,sep,106,1,105,3,success,yes
cl/18701,39,blue-collar,single,primary,no,554,no,no,telephone,31,jul,22,5,-1,0,,no
cl/7476,46,blue-collar,married,secondary,no,0,yes,no,,29,may,328,2,-1,0,,no
cl/28214,31,management,single,tertiary,no,1120,yes,no,cellular,29,jan,217,2,239,1,other,no
cl/37949,28,student,single,secondary,no,1377,yes,no,cellular,14,may,688,2,-1,0,,yes
cl/28134,33,housemaid,single,secondary,no,118,no,no,cellular,29,jan,159,1,-1,0,,no
cl/2143,54,retired,married,primary,no,208,no,no,,12,may,255,1,-1,0,,no
cl/21877,51,unemployed,married,secondary,no,107,no,no,cellular,20,aug,79,4,-1,0,,no
cl/31171,36,technician,married,secondary,no,6384,yes,yes,cellular,27,feb,59,1,101,1,failure,no
cl/43182,36,technician,single,secondary,no,1407,no,no,cellular,2,mar,328,1,109,3,other,no
cl/19345,42,management,married,tertiary,no,9261,yes,no,cellular,6,aug,120,2,-1,0,,no
cl/18795,49,services,married,secondary,no,199,yes,no,cellular,31,jul,28,25,-1,0,,no
cl/39334,33,technician,single,secondary,no,-363,yes,no,cellular,18,may,214,2,-1,0,,no
cl/31199,39,blue-collar,single,primary,no,581,yes,no,cellular,27,feb,233,1,270,1,other,yes
cl/40509,27,student,single,secondary,no,111,no,no,cellular,7,jul,495,2,-1,0,,yes
cl/2887,46,blue-collar,married,secondary,no,1733,yes,no,,14,may,546,1,-1,0,,no
cl/22923,32,management,single,tertiary,no,2536,yes,no,cellular,26,aug,958,6,-1,0,,yes
cl/35968,42,management,married,tertiary,no,-556,yes,yes,cellular,8,may,682,3,347,3,failure,yes
cl/21167,32,self-employed,married,tertiary,no,1464,no,no,telephone,14,aug,133,2,-1,0,,no
cl/12020,39,technician,married,secondary,no,2765,yes,yes,,20,jun,116,3,-1,0,,no
cl/24383,36,self-employed,married,tertiary,no,7343,no,no,cellular,17,nov,78,1,-1,0,,no
cl/16743,30,management,married,tertiary,no,14,no,no,cellular,24,jul,90,2,-1,0,,no
cl/4424,40,technician,married,secondary,no,1259,no,no,,20,may,234,5,-1,0,,no
cl/4967,32,entrepreneur,married,tertiary,no,4465,yes,no,,21,may,161,2,-1,0,,no
cl/4304,28,admin.,single,secondary,no,350,yes,yes,,19,may,5,2,-1,0,,no
cl/34855,40,blue-collar,married,secondary,no,1012,yes,no,cellular,6,may,410,1,-1,0,,no
cl/4177,24,technician,single,secondary,no,-46,yes,no,,19,may,23,1,-1,0,,no
cl/27984,33,blue-collar,married,secondary,no,0,yes,no,cellular,28,jan,176,1,266,1,other,no
cl/3043,58,blue-collar,married,primary,no,1406,yes,no,,14,may,252,3,-1,0,,no
cl/14175,34,admin.,divorced,secondary,no,25,no,no,cellular,11,jul,666,2,-1,0,,no
cl/26569,39,management,married,tertiary,no,2450,no,no,cellular,20,nov,382,2,-1,0,,no
cl/5307,34,admin.,divorced,secondary,no,2144,yes,no,,23,may,157,1,-1,0,,no
cl/36811,35,services,married,primary,no,764,no,no,cellular,12,may,706,3,-1,0,,no
cl/2686,31,services,married,secondary,no,272,yes,no,,13,may,133,12,-1,0,,no
cl/25595,30,management,single,tertiary,no,234,yes,no,cellular,19,nov,206,1,169,2,failure,no
cl/18969,54,services,married,secondary,no,770,no,no,cellular,4,aug,151,1,-1,0,,no
cl/22931,37,management,married,tertiary,no,675,no,no,cellular,26,aug,49,13,-1,0,,no
cl/39001,33,blue-collar,married,secondary,no,2761,yes,no,cellular,18,may,325,1,-1,0,,no
cl/293,54,management,married,tertiary,no,0,no,no,,5,may,120,2,-1,0,,no
cl/40377,48,admin.,divorced,secondary,no,0,yes,yes,cellular,23,jun,248,1,89,1,failure,no
cl/14821,40,self-employed,single,tertiary,no,-94,yes,no,cellular,16,jul,90,1,-1,0,,no
cl/29123,26,management,single,tertiary,no,761,no,no,cellular,2,feb,362,1,-1,0,,no
cl/32638,34,management,married,tertiary,no,436,yes,no,cellular,17,apr,28,1,345,1,failure,no
cl/32011,33,blue-collar,married,secondary,no,91,yes,no,cellular,14,apr,283,2,-1,0,,no
cl/27007,49,management,married,tertiary,no,1105,yes,no,cellular,21,nov,13,3,113,2,other,no
cl/9157,40,blue-collar,married,primary,no,743,no,no,,5,jun,18,2,-1,0,,no
cl/39554,31,technician,single,secondary,no,138,no,no,cellular,26,may,91,1,285,2,other,yes
cl/15110,32,technician,married,tertiary,no,133,yes,no,cellular,17,jul,421,1,-1,0,,no
cl/7442,47,blue-collar,married,secondary,no,762,yes,no,,29,may,56,3,-1,0,,no
cl/23300,39,management,divorced,tertiary,no,81,yes,yes,cellular,27,aug,49,4,-1,0,,no
cl/17651,42,technician,single,secondary,no,275,no,no,cellular,29,jul,522,3,-1,0,,no
cl/25508,53,management,divorced,primary,no,255,no,no,cellular,19,nov,126,1,-1,0,,no
cl/16861,56,management,divorced,tertiary,no,55,no,yes,cellular,25,jul,154,2,-1,0,,no
cl/37447,31,admin.,single,secondary,no,507,yes,no,cellular,13,may,65,2,299,3,other,no
cl/30134,38,technician,married,tertiary,no,1042,yes,no,cellular,4,feb,419,2,-1,0,,no
cl/39932,58,technician,married,tertiary,no,12322,no,no,telephone,2,jun,306,2,-1,0,,no
cl/43936,38,student,divorced,tertiary,no,2946,no,no,cellular,16,jun,605,3,-1,0,,yes
cl/39490,38,management,married,tertiary,no,93,yes,no,cellular,25,may,74,1,272,4,failure,no
cl/33642,29,blue-collar,married,secondary,no,3007,yes,no,cellular,20,apr,19,5,-1,0,,no
cl/29370,27,student,single,unknown,no,1444,no,no,cellular,2,feb,248,2,-1,0,,no
cl/40498,66,management,married,tertiary,no,2169,no,no,cellular,7,jul,282,1,-1,0,,no
cl/35656,37,technician,married,secondary,no,1613,yes,no,cellular,8,may,266,1,281,11,other,no
cl/29118,37,management,married,tertiary,no,767,no,yes,cellular,2,feb,204,1,-1,0,,no
cl/5719,30,admin.,married,secondary,no,214,yes,yes,,26,may,219,1,-1,0,,no
cl/34504,57,retired,divorced,tertiary,no,0,yes,no,cellular,5,may,180,1,-1,0,,no
cl/42295,64,retired,married,unknown,no,679,no,no,telephone,16,nov,167,1,-1,0,,yes
cl/22790,59,retired,married,unknown,no,0,no,no,cellular,25,aug,213,4,-1,0,,no
cl/30632,28,student,single,secondary,no,29,no,yes,cellular,6,feb,402,1,-1,0,,no
cl/34893,34,entrepreneur,married,tertiary,no,0,yes,no,cellular,6,may,611,1,183,1,failure,yes
cl/18819,26,admin.,single,tertiary,no,2053,no,no,cellular,31,jul,127,4,-1,0,,no
cl/30738,33,management,married,tertiary,no,1412,no,no,cellular,6,feb,433,2,-1,0,,no
cl/30923,52,technician,married,unknown,no,2709,yes,no,telephone,9,feb,48,7,-1,0,,no
cl/11949,53,blue-collar,married,secondary,no,-214,yes,no,,20,jun,49,4,-1,0,,no
cl/10761,55,blue-collar,married,primary,no,2896,no,no,,17,jun,138,3,-1,0,,no
cl/4764,30,blue-collar,married,secondary,no,1445,yes,no,,20,may,140,1,-1,0,,no
cl/21722,46,technician,married,secondary,no,167,no,no,cellular,19,aug,155,3,-1,0,,no
cl/13017,60,management,married,tertiary,no,1573,no,no,telephone,7,jul,79,15,-1,0,,no
cl/17369,56,technician,married,secondary,no,76,yes,no,cellular,28,jul,93,3,-1,0,,no
cl/29768,39,services,married,secondary,no,105,no,no,cellular,4,feb,137,1,189,2,failure,no
cl/35376,34,entrepreneur,married,secondary,no,393,yes,no,cellular,7,may,174,1,293,3,failure,no
cl/3733,43,blue-collar,married,unknown,no,91,yes,no,,16,may,37,1,-1,0,,no
cl/13554,42,blue-collar,married,secondary,no,-422,no,no,cellular,9,jul,31,1,-1,0,,no
cl/9057,41,admin.,single,secondary,no,2790,yes,no,,5,jun,190,1,-1,0,,no
cl/18939,41,management,single,tertiary,no,260,no,no,cellular,4,aug,149,1,-1,0,,no
cl/8965,55,,married,tertiary,no,0,no,no,,5,jun,38,1,-1,0,,no
cl/14297,35,entrepreneur,married,secondary,no,2436,no,yes,cellular,14,jul,1397,3,-1,0,,yes
cl/15028,30,services,married,secondary,no,7032,no,no,cellular,17,jul,102,1,-1,0,,no
cl/16435,43,admin.,married,secondary,no,315,no,no,cellular,23,jul,129,2,-1,0,,no
cl/18696,42,self-employed,married,secondary,no,0,no,no,cellular,31,jul,58,36,-1,0,,no
cl/42391,31,technician,married,secondary,no,318,no,no,cellular,2,dec,310,1,-1,0,,yes
cl/21514,41,self-employed,married,secondary,no,1,no,no,cellular,19,aug,55,4,-1,0,,no
cl/12339,41,admin.,divorced,secondary,no,303,no,no,,26,jun,182,2,-1,0,,no
cl/2928,45,blue-collar,married,primary,no,1691,yes,no,,14,may,57,1,-1,0,,no
cl/6292,31,admin.,single,secondary,no,-302,yes,yes,,27,may,235,5,-1,0,,no
cl/30960,28,services,single,secondary,no,217,yes,no,cellular,9,feb,379,3,-1,0,,no
cl/22391,34,management,single,tertiary,no,478,yes,no,cellular,22,aug,73,2,-1,0,,no
cl/30319,35,management,divorced,tertiary,no,457,yes,no,cellular,5,feb,114,3,-1,0,,no
cl/6678,28,blue-collar,single,secondary,no,1849,yes,no,,28,may,204,1,-1,0,,no
cl/4105,55,management,divorced,unknown,no,2,yes,no,,19,may,95,1,-1,0,,no
cl/26331,47,technician,married,secondary,no,1465,yes,no,cellular,20,nov,26,1,190,2,failure,no
cl/15217,26,admin.,married,secondary,no,5231,no,yes,cellular,17,jul,222,2,-1,0,,no
cl/11982,45,services,divorced,primary,no,3854,yes,no,,20,jun,10,3,-1,0,,no
cl/29321,57,retired,married,secondary,no,485,no,no,cellular,2,feb,79,2,187,2,failure,no
cl/28083,35,admin.,divorced,secondary,no,1803,no,no,cellular,28,jan,61,2,-1,0,,no
cl/7436,31,management,single,tertiary,no,457,yes,no,,29,may,38,9,-1,0,,no
cl/36087,41,admin.,single,secondary,no,-109,yes,yes,cellular,11,may,1038,1,370,1,failure,yes
cl/31767,54,technician,married,secondary,no,3323,yes,yes,cellular,8,apr,59,3,-1,0,,no
cl/18247,30,admin.,single,secondary,no,394,yes,yes,cellular,31,jul,75,3,-1,0,,no
cl/23576,34,technician,married,secondary,no,0,no,no,cellular,28,aug,183,10,-1,0,,no
cl/37257,42,admin.,single,secondary,no,4253,yes,no,cellular,13,may,146,1,-1,0,,no
cl/19998,39,entrepreneur,married,tertiary,no,745,no,no,cellular,8,aug,88,1,-1,0,,no
cl/2752,43,blue-collar,married,primary,no,4998,yes,no,,14,may,93,4,-1,0,,no
cl/31430,32,technician,single,secondary,no,234,no,no,cellular,27,mar,166,2,-1,0,,no
cl/40238,26,self-employed,single,tertiary,no,1444,no,no,cellular,12,jun,139,5,-1,0,,no
cl/8088,30,blue-collar,married,primary,no,4,yes,no,,2,jun,34,1,-1,0,,no
cl/23107,51,services,married,primary,no,10150,yes,no,cellular,26,aug,157,5,-1,0,,no
cl/29016,37,admin.,divorced,secondary,no,506,yes,no,cellular,2,feb,446,2,273,1,failure,no
cl/16019,32,unemployed,married,tertiary,no,283,yes,no,cellular,22,jul,151,2,-1,0,,no
cl/11732,49,blue-collar,married,primary,no,1119,yes,no,,20,jun,493,1,-1,0,,no
cl/39772,24,student,single,unknown,no,839,no,no,cellular,1,jun,65,1,-1,0,,no
cl/40300,34,management,married,tertiary,no,180,no,no,cellular,16,jun,298,3,-1,0,,no
cl/40037,33,management,single,tertiary,no,1439,yes,no,cellular,3,jun,178,2,-1,0,,no
cl/17179,33,management,married,tertiary,no,349,yes,yes,cellular,28,jul,62,3,-1,0,,no
cl/26781,30,management,single,secondary,no,186,yes,no,cellular,20,nov,235,3,-1,0,,no
cl/6836,29,admin.,married,tertiary,no,26,yes,no,,28,may,45,1,-1,0,,no
cl/24428,43,entrepreneur,married,tertiary,no,0,yes,no,cellular,17,nov,105,1,-1,0,,no
cl/43131,52,admin.,single,unknown,no,2227,no,no,cellular,24,feb,242,2,-1,0,,yes
cl/7191,45,unemployed,divorced,secondary,no,3354,yes,no,,29,may,746,1,-1,0,,yes
cl/34654,32,management,married,tertiary,no,4761,yes,no,cellular,5,may,159,2,350,2,failure,no
cl/33316,43,blue-collar,married,secondary,no,701,yes,yes,cellular,20,apr,69,1,-1,0,,no
cl/31256,50,management,married,secondary,no,268,no,no,cellular,5,mar,61,2,-1,0,,no
cl/16007,48,housemaid,married,primary,no,380,yes,no,cellular,22,jul,188,5,-1,0,,no
cl/26246,32,services,single,tertiary,no,945,no,no,cellular,20,nov,531,1,-1,0,,yes
cl/24142,33,management,single,tertiary,no,1956,no,no,telephone,8,nov,76,1,-1,0,,no
cl/26091,54,management,married,tertiary,no,0,no,no,cellular,19,nov,214,3,-1,0,,no
cl/5873,54,management,divorced,secondary,no,-415,yes,no,,26,may,290,2,-1,0,,no
cl/35076,40,management,married,tertiary,no,429,yes,no,cellular,6,may,222,2,363,4,failure,no
cl/39994,35,management,married,tertiary,no,3109,yes,no,cellular,3,jun,467,1,-1,0,,no
cl/12699,39,management,married,primary,no,551,no,yes,cellular,7,jul,107,5,-1,0,,no
cl/43654,83,retired,married,secondary,no,0,no,no,telephone,7,may,201,2,268,2,failure,no
cl/23905,34,technician,divorced,secondary,no,7,yes,yes,cellular,29,aug,273,2,-1,0,,no
cl/26458,33,technician,married,secondary,no,1434,yes,no,cellular,20,nov,200,1,-1,0,,no
cl/21588,36,unemployed,divorced,tertiary,no,734,no,no,cellular,19,aug,276,2,-1,0,,no
cl/11264,51,technician,married,secondary,no,2682,no,no,,18,jun,56,1,-1,0,,no
cl/29949,34,admin.,married,secondary,no,1651,no,no,cellular,4,feb,246,1,-1,0,,no
cl/26660,35,services,single,secondary,no,2467,no,no,cellular,20,nov,319,5,-1,0,,no
cl/1983,32,blue-collar,married,primary,no,-89,yes,no,,9,may,389,2,-1,0,,no
cl/20193,34,technician,single,secondary,no,1763,no,no,cellular,11,aug,246,2,-1,0,,no
cl/12723,54,services,divorced,tertiary,no,413,no,no,cellular,7,jul,39,9,-1,0,,no
cl/13679,32,housemaid,married,primary,no,0,yes,no,cellular,9,jul,90,1,-1,0,,no
cl/33486,33,blue-collar,married,secondary,no,328,yes,no,cellular,20,apr,72,1,264,9,failure,no
cl/32993,29,blue-collar,married,secondary,no,577,yes,no,telephone,17,apr,501,3,331,10,other,no
cl/41291,86,retired,divorced,primary,no,0,no,no,telephone,26,aug,189,1,-1,0,,yes
cl/11297,51,blue-collar,married,primary,no,1238,no,no,,18,jun,48,10,-1,0,,no
cl/2226,50,admin.,single,secondary,no,424,yes,no,,12,may,72,2,-1,0,,no
cl/27298,35,student,divorced,tertiary,no,100,no,no,cellular,21,nov,50,1,-1,0,,no
cl/16886,27,blue-collar,single,secondary,no,137,no,yes,cellular,25,jul,359,1,-1,0,,no
cl/41206,37,admin.,single,secondary,no,781,no,no,cellular,20,aug,75,1,-1,0,,no
cl/11697,60,housemaid,divorced,tertiary,no,662,no,no,,20,jun,241,4,-1,0,,no
cl/2621,32,blue-collar,single,secondary,no,1940,yes,yes,,13,may,299,3,-1,0,,no
cl/31469,33,admin.,single,secondary,no,285,yes,no,cellular,1,apr,427,1,329,1,other,no
cl/31901,47,admin.,married,secondary,no,0,no,no,cellular,9,apr,159,1,-1,0,,no
cl/19044,33,management,married,tertiary,no,679,no,no,cellular,5,aug,1109,2,-1,0,,yes
cl/36150,36,self-employed,married,secondary,no,0,yes,no,cellular,11,may,198,1,-1,0,,no
cl/18098,37,student,divorced,tertiary,no,0,no,no,telephone,30,jul,100,6,-1,0,,no
cl/26879,30,blue-collar,married,secondary,no,321,yes,no,cellular,20,nov,738,2,-1,0,,no
cl/19575,35,technician,single,secondary,no,5059,no,yes,cellular,7,aug,115,2,-1,0,,no
cl/2524,42,self-employed,married,tertiary,no,5,yes,no,,13,may,853,1,-1,0,,no
cl/2450,59,retired,married,secondary,no,1875,yes,no,,13,may,77,1,-1,0,,no
cl/29019,39,technician,married,secondary,no,186,no,no,cellular,2,feb,171,1,-1,0,,no
cl/4963,33,technician,married,primary,no,5,no,no,,21,may,57,2,-1,0,,no
cl/15778,57,retired,married,primary,no,4,no,no,cellular,21,jul,50,5,-1,0,,no
cl/9264,41,management,married,tertiary,no,1304,yes,no,,5,jun,93,3,-1,0,,no
cl/35001,38,housemaid,divorced,primary,no,0,yes,yes,cellular,6,may,79,2,166,7,failure,no
cl/38443,40,admin.,married,secondary,no,438,yes,no,cellular,15,may,823,2,-1,0,,no
cl/43841,36,technician,married,secondary,no,1368,no,no,cellular,1,jun,516,1,292,5,failure,yes
cl/32706,30,blue-collar,married,secondary,no,578,yes,yes,cellular,17,apr,71,2,317,1,failure,no
cl/1347,41,technician,married,secondary,no,225,yes,yes,,8,may,63,2,-1,0,,no
cl/6395,58,blue-collar,married,secondary,no,-37,yes,no,,27,may,140,2,-1,0,,no
cl/26602,37,self-employed,married,tertiary,no,1624,yes,no,cellular,20,nov,559,2,-1,0,,no
cl/35184,38,services,married,secondary,no,369,yes,no,telephone,7,may,224,1,-1,0,,no
cl/9040,59,retired,divorced,primary,no,-88,yes,no,,5,jun,910,2,-1,0,,yes
cl/26534,38,services,divorced,primary,no,0,yes,no,cellular,20,nov,250,1,155,2,failure,no
cl/11365,41,technician,married,secondary,no,1278,no,no,,19,jun,532,1,-1,0,,no
cl/22778,52,services,married,secondary,no,-298,no,no,cellular,25,aug,228,4,-1,0,,no
cl/33587,42,blue-collar,married,primary,no,550,yes,no,cellular,20,apr,76,6,-1,0,,no
cl/39633,56,services,divorced,primary,no,23,no,no,telephone,26,may,108,4,-1,0,,no
cl/34175,29,blue-collar,single,secondary,no,734,yes,yes,cellular,30,apr,259,1,296,1,other,yes
cl/19607,45,blue-collar,married,secondary,no,9680,no,no,cellular,7,aug,89,4,-1,0,,no
cl/3921,27,services,single,secondary,no,194,yes,no,,16,may,326,1,-1,0,,no
cl/40136,40,technician,married,secondary,no,1819,no,no,cellular,5,jun,398,2,-1,0,,no
cl/35625,36,services,divorced,primary,no,418,yes,no,cellular,8,may,156,2,-1,0,,no
cl/29400,45,technician,married,secondary,no,0,yes,yes,telephone,2,feb,111,2,208,1,failure,no
cl/28019,26,services,single,secondary,no,1095,no,no,cellular,28,jan,410,2,-1,0,,no
cl/40641,66,retired,married,tertiary,no,0,no,no,cellular,5,aug,177,1,-1,0,,no
cl/42330,62,management,married,tertiary,no,10373,no,no,cellular,17,nov,140,3,97,3,failure,no
cl/2126,25,services,single,secondary,no,-439,yes,no,,12,may,293,1,-1,0,,no
cl/26417,31,self-employed,married,secondary,no,0,yes,no,cellular,20,nov,23,1,-1,0,,no
cl/4863,30,technician,married,tertiary,no,1126,yes,no,,21,may,370,1,-1,0,,no
cl/5517,54,blue-collar,married,primary,no,-239,yes,no,,23,may,29,1,-1,0,,no
cl/503,29,blue-collar,married,secondary,no,9,yes,no,,6,may,349,1,-1,0,,no
cl/24277,58,management,married,tertiary,no,2764,no,no,cellular,17,nov,235,1,-1,0,,no
cl/40671,29,management,single,tertiary,no,74,no,no,cellular,6,aug,174,1,-1,0,,no
cl/11330,37,blue-collar,married,primary,no,1104,no,no,,18,jun,15,8,-1,0,,no
cl/10414,35,admin.,married,secondary,no,0,no,no,,12,jun,88,2,-1,0,,no
cl/33360,78,retired,married,primary,no,240,no,no,cellular,20,apr,325,1,-1,0,,yes
cl/32524,40,blue-collar,married,primary,no,127,yes,no,cellular,17,apr,76,1,-1,0,,no
cl/28960,48,services,married,secondary,no,1555,no,no,cellular,2,feb,121,1,-1,0,,no
cl/21,56,management,married,tertiary,no,779,yes,no,,5,may,164,1,-1,0,,no
cl/8923,40,blue-collar,married,secondary,no,2671,yes,yes,,4,jun,423,2,-1,0,,no
cl/16588,34,management,single,tertiary,no,1,yes,no,cellular,24,jul,76,1,-1,0,,no
cl/27658,42,management,married,tertiary,no,1275,yes,yes,cellular,21,nov,925,5,-1,0,,yes
cl/5128,32,services,married,secondary,no,255,yes,yes,,21,may,86,2,-1,0,,no
cl/2086,35,self-employed,married,tertiary,no,247,yes,no,,12,may,167,2,-1,0,,no
cl/1393,28,blue-collar,married,primary,no,113,yes,no,,8,may,534,2,-1,0,,no
cl/1164,30,services,married,secondary,no,442,yes,no,,8,may,137,2,-1,0,,no
cl/16629,34,technician,married,tertiary,no,2656,yes,no,cellular,24,jul,302,1,-1,0,,no
cl/2689,47,blue-collar,married,primary,no,159,yes,no,,13,may,771,2,-1,0,,no
cl/30986,37,unemployed,married,secondary,no,356,no,no,cellular,9,feb,33,2,216,1,failure,no
cl/43611,45,housemaid,married,secondary,no,360,no,no,cellular,4,may,113,1,182,1,success,no
cl/12301,58,blue-collar,divorced,secondary,no,314,no,no,,25,jun,67,2,-1,0,,no
cl/27837,52,technician,married,secondary,no,98,yes,no,cellular,28,jan,103,1,245,2,failure,no
cl/33705,32,management,single,tertiary,no,462,no,no,cellular,21,apr,252,1,-1,0,,no
cl/22433,33,self-employed,married,tertiary,no,215,no,yes,cellular,22,aug,286,2,-1,0,,no
cl/14248,29,technician,married,tertiary,no,138,yes,yes,cellular,14,jul,113,3,-1,0,,no
cl/23555,59,retired,married,secondary,no,1887,no,no,cellular,28,aug,88,8,-1,0,,no
cl/43972,25,student,single,secondary,no,1957,no,no,cellular,24,jun,1207,4,385,1,failure,yes
cl/23781,31,management,single,tertiary,no,58,no,no,cellular,29,aug,207,2,-1,0,,no
cl/40770,62,retired,married,primary,no,3738,no,no,telephone,10,aug,151,3,185,1,failure,no
cl/22747,37,unemployed,divorced,tertiary,no,1085,no,no,cellular,25,aug,146,4,-1,0,,no
cl/18936,47,unemployed,married,secondary,no,123,no,no,cellular,4,aug,653,2,-1,0,,no
cl/11071,36,blue-collar,married,secondary,no,2357,yes,no,,17,jun,228,2,-1,0,,no
cl/42607,73,retired,married,primary,no,1388,no,no,telephone,11,jan,767,2,83,1,success,yes
cl/36109,30,student,single,secondary,no,948,yes,no,cellular,11,may,150,1,370,2,failure,no
cl/15520,32,technician,single,secondary,no,2341,yes,no,cellular,18,jul,243,1,-1,0,,no
cl/10709,41,blue-collar,married,primary,no,389,yes,no,,16,jun,127,2,-1,0,,no
cl/20542,31,management,single,tertiary,no,86,no,no,cellular,12,aug,150,4,-1,0,,no
cl/21312,47,blue-collar,married,primary,no,362,yes,no,cellular,18,aug,111,8,-1,0,,no
cl/45191,75,retired,divorced,tertiary,no,3810,yes,no,cellular,16,nov,262,1,183,1,failure,yes
cl/18690,35,technician,married,secondary,no,0,no,no,cellular,31,jul,122,9,-1,0,,no
cl/37322,59,blue-collar,married,primary,no,-91,yes,no,cellular,13,may,239,1,369,5,failure,no
cl/5162,38,blue-collar,married,secondary,no,622,yes,no,,21,may,611,2,-1,0,,yes
cl/19584,31,technician,married,secondary,no,-556,yes,no,cellular,7,aug,115,2,-1,0,,no
cl/25447,55,technician,married,secondary,no,6043,no,no,cellular,19,nov,427,3,-1,0,,no
cl/21604,58,admin.,married,primary,no,0,no,no,cellular,19,aug,109,6,-1,0,,no
cl/16252,40,retired,married,primary,no,630,yes,no,cellular,23,jul,177,2,-1,0,,no
cl/16416,26,entrepreneur,married,secondary,no,321,yes,yes,cellular,23,jul,638,2,-1,0,,no
cl/22085,36,management,married,tertiary,no,35,no,no,cellular,21,aug,246,4,-1,0,,no
cl/10792,60,management,married,primary,no,0,no,no,,17,jun,442,1,-1,0,,no
cl/41193,62,self-employed,divorced,secondary,no,0,yes,no,cellular,20,aug,158,1,-1,0,,yes
cl/23766,43,management,single,tertiary,no,946,no,no,telephone,28,aug,40,1,-1,0,,no
cl/8898,37,blue-collar,married,secondary,no,6,yes,no,,4,jun,174,9,-1,0,,no
cl/5252,29,self-employed,married,tertiary,no,751,yes,no,,23,may,121,2,-1,0,,no
cl/44958,32,technician,single,unknown,no,491,no,no,cellular,8,oct,251,2,91,7,success,yes
cl/17788,58,retired,married,secondary,no,35,no,no,cellular,29,jul,336,7,-1,0,,no
cl/30376,56,technician,divorced,secondary,no,1480,yes,yes,cellular,5,feb,576,1,-1,0,,no
cl/28649,31,unemployed,single,tertiary,no,498,no,no,cellular,29,jan,264,2,-1,0,,no
cl/26564,31,technician,married,secondary,no,3706,yes,no,cellular,20,nov,129,1,-1,0,,no
